cliente_id,ciudad,plan,tipo_contrato,metodo_pago,antiguedad_meses,cargo_mensual,cargo_total,llamadas_soporte,tiene_fibra,satisfaccion,fecha_alta,pais,abandono
CLI-001549,Cali,Premium,Mes a mes,Efectivo,36,63.24,2097.67,2,0,3.3,2019-02-21,Colombia,Sí
CLI-001025,Cali,Estándar,Un año,Débito automático,59,67.49,3672.33,3,0,6.2,2023-03-05,Colombia,No
CLI-001466,Barranquilla,Básico,Mes a mes,Efectivo,8,92.46,754.9,3,1,4.2,2022-11-09,Colombia,Sí
CLI-000941,Bogotá,Básico,Mes a mes,Débito automático,50,58.85,2945.13,2,0,7.5,2023-02-02,Colombia,No
CLI-001467,Bogotá,Básico,Dos años,Débito automático,46,90.02,3985.21,2,1,8.0,2021-05-10,Colombia,No
CLI-001324,Bucaramanga,Básico,Dos años,Transferencia,63,96.65,5670.79,0,0,4.4,2021-09-14,Colombia,No
CLI-001400,Cali,Premium,Mes a mes,Efectivo,22,47.76,1080.15,2,1,8.3,2022-02-07,Colombia,No
CLI-002523,Bogotá,Premium,Mes a mes,Transferencia,15,61.06,952.29,2,1,5.2,2023-11-06,Colombia,Sí
CLI-001450,Medellín,Básico,Un año,Efectivo,8,83.6,,1,0,6.0,2022-05-29,Colombia,Sí
CLI-000907,Bogotá,Premium,Mes a mes,Efectivo,30,97.98,3089.94,1,0,8.9,2023-08-09,Colombia,No
CLI-002721,Barranquilla,Básico,Dos años,Transferencia,45,100.11,4316.65,2,1,6.5,2022-01-09,Colombia,No
CLI-001896,Cali,Básico,Mes a mes,Transferencia,61,18.0,1025.23,1,1,8.7,2022-11-23,Colombia,No
CLI-000389,Medellín,Estándar,Un año,Efectivo,64,60.39,4185.3,2,1,5.3,2022-07-31,Colombia,No
CLI-002071,Cali,Premium,Mes a mes,Transferencia,14,109.03,1504.68,1,0,6.0,2020-09-01,Colombia,Sí
CLI-002407,Cali,Estándar,Dos años,Débito automático,27,80.43,2349.12,0,0,5.0,2023-07-21,Colombia,No
CLI-002173,Bogotá,Estándar,Mes a mes,Tarjeta,71,53.68,3967.72,1,0,9.1,2020-03-12,Colombia,No
CLI-000881,Barranquilla,Básico,Dos años,Efectivo,7,106.99,791.38,1,0,7.6,2019-01-01,Colombia,No
CLI-002780,Bucaramanga,Básico,Mes a mes,Tarjeta,4,86.02,367.87,0,1,4.8,2019-09-13,Colombia,No
CLI-000051,Medellín,Estándar,Un año,Transferencia,54,71.7,3903.9,1,1,5.4,2022-04-08,Colombia,No
CLI-001888,Bogotá,,Dos años,Tarjeta,30,74.44,2331.05,0,0,6.7,2021-07-07,Colombia,No
CLI-001703,Medellín,Básico,Mes a mes,Débito automático,49,83.87,4452.75,2,1,7.5,2022-04-03,Colombia,No
CLI-000134,Cali,Estándar,Mes a mes,Efectivo,40,51.76,2074.32,1,0,5.5,2022-09-21,Colombia,No
CLI-001106,Bogotá,Básico,Un año,Tarjeta,13,46.46,612.03,0,0,9.4,2021-01-20,Colombia,No
CLI-000704,Barranquilla,Premium,Un año,Tarjeta,13,85.84,1197.5,3,0,8.2,2023-07-29,Colombia,No
CLI-000483,Medellín,Estándar,Un año,Transferencia,18,39.3,760.22,1,0,7.4,2023-02-14,Colombia,No
CLI-001146,Barranquilla,Básico,Mes a mes,Tarjeta,35,47.56,1825.7,0,1,5.4,2019-11-23,Colombia,No
CLI-002039,Medellín,Premium,Un año,Tarjeta,71,64.21,4431.16,0,0,5.6,2021-09-21,Colombia,No
CLI-000302,Cali,Premium,Mes a mes,Débito automático,59,50.56,3091.41,2,0,5.0,2019-06-02,Colombia,No
CLI-000067,Medellín,Premium,Mes a mes,Transferencia,65,99.96,6274.4,0,1,8.9,2022-12-12,Colombia,No
CLI-002314,Barranquilla,Estándar,Mes a mes,Tarjeta,4,83.65,318.1,1,1,7.9,2020-06-11,Colombia,Sí
CLI-002682,Bogotá,Premium,Un año,Transferencia,8,156.35,1166.33,3,0,9.3,2019-09-07,Colombia,No
CLI-000908, bogotá ,Estándar,Un año,Efectivo,13,60.31,841.05,3,1,4.8,2020-02-24,Colombia,Sí
CLI-000032,Cali,Básico,Mes a mes,Tarjeta,17,69.43,1273.1,1,1,5.4,2021-08-07,Colombia,No
CLI-002881,Cali,Básico,Mes a mes,Efectivo,3,19.03,59.98,1,1,5.0,2019-04-23,Colombia,No
CLI-000011,Medellín,Básico,Un año,Efectivo,38,72.74,2613.14,0,1,7.2,2023-02-28,Colombia,No
CLI-000065,Medellín,Estándar,Un año,Tarjeta,30,59.39,1644.95,3,0,5.5,2019-11-06,Colombia,No
CLI-000777,Medellín,Premium,Un año,Efectivo,31,69.02,2075.46,0,0,8.9,2022-09-24,Colombia,No
CLI-000078,Cali,Básico,Dos años,Tarjeta,17,27.82,494.85,1,1,,2021-01-10,Colombia,No
CLI-000492,Medellín,Estándar,Mes a mes,Débito automático,62,76.13,4369.21,3,0,9.9,2019-11-24,Colombia,No
CLI-002663,Barranquilla,Básico,Mes a mes,Transferencia,11,45.0,482.31,1,1,5.8,2021-08-17,Colombia,Sí
CLI-002114,Medellín,Estándar,Mes a mes,Transferencia,65,68.19,4610.74,1,0,7.9,2021-08-20,Colombia,Sí
CLI-002805,Bogotá,Premium,Mes a mes,Débito automático,13,53.22,723.68,0,0,5.6,2021-07-19,Colombia,No
CLI-002345,Bogotá,Estándar,Un año,Débito automático,42,94.57,3867.34,1,1,4.1,2020-11-23,Colombia,No
CLI-000592,Bogotá,Básico,Mes a mes,Transferencia,65,39.38,2379.51,1,0,5.3,2022-07-26,Colombia,No
CLI-001286,Bucaramanga,Básico,Mes a mes,Transferencia,4,99.0,376.0,1,0,6.0,2019-08-21,Colombia,Sí
CLI-002560,Medellín,Básico,Dos años,Tarjeta,42,70.13,3067.95,1,1,9.4,2021-11-01,Colombia,No
CLI-000725,Cali,Estándar,Mes a mes,Efectivo,56,26.49,1376.89,2,1,4.6,2020-05-07,Colombia,No
CLI-002558,Medellín,Premium,Dos años,Transferencia,62,94.19,6294.47,0,0,7.9,2023-06-17,Colombia,No
CLI-001213,Medellín,Básico,Mes a mes,Transferencia,33,58.39,2029.6,0,1,7.6,2021-02-04,Colombia,No
CLI-002300,Medellín,Estándar,Mes a mes,Transferencia,64,25.33,1593.59,1,0,6.6,2020-10-24,Colombia,No
CLI-002620,Bogotá,Básico,Mes a mes,Débito automático,68,57.25,3727.79,2,1,6.6,2022-02-15,Colombia,No
CLI-001638,Medellín,Básico,Un año,Transferencia,45,53.59,2214.33,2,1,4.9,2020-08-21,Colombia,No
CLI-002901,Cali,Básico,Un año,Tarjeta,37,78.81,3180.99,0,0,5.4,2019-11-11,Colombia,No
CLI-002981,Cali,Estándar,Dos años,Tarjeta,51,78.33,3969.52,0,0,4.0,2021-05-14,Colombia,No
CLI-000983,Medellín,Básico,Mes a mes,Tarjeta,39,45.71,1887.75,1,1,4.1,2023-11-05,Colombia,No
CLI-000707,Bogotá,,Un año,Débito automático,1,140.32,126.95,2,1,5.4,2021-07-25,Colombia,Sí
CLI-001688,Barranquilla,Premium,Mes a mes,Efectivo,29,67.15,,0,1,7.1,2020-08-08,Colombia,Sí
CLI-002857,Medellín,Estándar,Mes a mes,Efectivo,41,85.33,3334.98,1,1,5.0,2022-07-06,Colombia,No
CLI-000274,Bogotá,Premium,Dos años,Transferencia,69,33.95,2188.88,0,0,5.9,2021-04-25,Colombia,No
CLI-001710,Bogotá,Básico,Mes a mes,Débito automático,16,40.29,682.3,3,0,2.5,2021-05-17,Colombia,No
CLI-002783,Bogotá,Premium,Dos años,Transferencia,55,43.79,2197.8,3,1,7.9,2019-07-01,Colombia,No
CLI-000964,Medellín,Estándar,Dos años,Débito automático,16,59.11,1022.48,0,0,7.4,2019-03-01,Colombia,No
CLI-002553,Bogotá,Estándar,Mes a mes,Efectivo,16,87.17,1397.28,1,0,7.9,2020-11-19,Colombia,No
CLI-002900,Cali,Básico,Un año,Débito automático,15,118.87,1710.86,5,0,7.2,2022-11-25,Colombia,Sí
CLI-001597,Cali,Estándar,Mes a mes,Tarjeta,47,58.96,2668.63,1,1,6.9,2021-11-26,Colombia,No
CLI-002703,Cali,Estándar,Mes a mes,Tarjeta,16,83.33,1370.51,1,1,5.4,2019-05-01,Colombia,No
CLI-002596,Bogotá,Estándar,Mes a mes,Débito automático,12,79.39,941.67,1,0,6.6,2023-08-27,Colombia,Sí
CLI-001453,Bogotá,Básico,Un año,Transferencia,4,69.97,260.52,0,1,,2021-03-18,Colombia,Sí
CLI-000150,Medellín,Básico,Mes a mes,Efectivo,5,60.4,291.49,1,0,5.9,2022-02-22,Colombia,No
CLI-001758,Medellín,Básico,Mes a mes,Débito automático,44,100.21,4424.33,3,0,8.7,2021-12-23,Colombia,No
CLI-000219,Cali,Premium,Un año,Transferencia,32,51.85,1632.21,4,0,4.9,2020-02-01,Colombia,No
CLI-000240,Cali,Estándar,Un año,Tarjeta,45,75.09,3262.82,0,1,4.7,2022-01-17,Colombia,No
CLI-001132,Medellín,Básico,Mes a mes,Efectivo,48,123.97,5840.47,3,1,9.8,2020-06-15,Colombia,No
CLI-002748,Medellín,Estándar,Dos años,Tarjeta,58,92.19,5263.66,2,1,6.9,2022-08-25,Colombia,No
CLI-002240,Bogotá,Básico,Un año,Tarjeta,63,39.33,2369.34,0,0,7.4,2023-11-28,Colombia,No
CLI-002382,Bogotá,Estándar,Mes a mes,Débito automático,32,67.8,2341.72,1,1,4.4,2021-02-02,Colombia,Sí
CLI-001254,Medellín,Premium,Un año,Débito automático,57,41.49,2357.67,1,1,6.1,2022-01-21,Colombia,No
CLI-001054,Bogotá,Premium,Dos años,Efectivo,69,90.12,6524.96,0,1,9.4,2021-06-26,Colombia,No
CLI-001669,Medellín,Básico,Mes a mes,Débito automático,38,51.85,2088.35,1,0,9.8,2021-01-01,Colombia,No
CLI-002585,Bogotá,Básico,Mes a mes,Transferencia,25,45.93,,0,1,4.3,2021-06-02,Colombia,No
CLI-001437,Cali,Básico,Un año,Efectivo,31,94.47,2829.38,2,0,8.7,2022-06-20,Colombia,No
CLI-001358,Medellín,Premium,Mes a mes,Transferencia,10,89.5,844.13,3,0,5.4,2020-06-17,Colombia,Sí
CLI-000776,Bogotá,Premium,Mes a mes,Tarjeta,68,43.9,3221.36,0,1,6.6,2019-12-08,Colombia,No
CLI-002664,Bogotá,Estándar,Mes a mes,Efectivo,36,78.92,2805.04,0,0,10.0,2022-03-23,Colombia,Sí
CLI-000840,Bogotá,Premium,Dos años,Efectivo,65,62.35,4235.3,0,1,7.9,2023-08-11,Colombia,No
CLI-000628,Bogotá,Estándar,Un año,Transferencia,27,58.3,1556.97,1,0,9.5,2022-06-06,Colombia,No
CLI-000324,Bucaramanga,Estándar,Dos años,Débito automático,66,45.41,3246.13,0,0,8.1,2021-02-14,Colombia,No
CLI-002760,Bogotá,Básico,Un año,Débito automático,31,60.34,1837.59,2,0,7.9,2022-07-06,Colombia,No
CLI-002990,Cali,Estándar,Mes a mes,Tarjeta,31,70.17,1994.75,0,1,8.8,2022-03-18,Colombia,No
CLI-001868,Medellín,Estándar,Un año,Efectivo,54,71.6,4170.45,1,1,10.0,2022-01-03,Colombia,No
CLI-001161,Medellín,Estándar,Dos años,Efectivo,42,52.89,2372.15,0,0,5.2,2019-06-12,Colombia,No
CLI-001077,Medellín,Básico,Mes a mes,Efectivo,51,48.37,2629.69,1,0,5.1,2019-07-01,Colombia,No
CLI-000438,Bogotá,Básico,Mes a mes,Débito automático,66,81.33,5430.82,1,0,7.7,2021-12-04,Colombia,No
CLI-000120,Bogotá,Premium,Mes a mes,Transferencia,9,78.64,659.75,2,1,6.0,2022-05-26,Colombia,Sí
CLI-002689,Bogotá,Estándar,Mes a mes,Débito automático,46,67.1,2824.87,1,0,8.2,2021-12-09,Colombia,No
CLI-002514,Cali,Estándar,Un año,Efectivo,54,112.52,5578.31,0,0,5.1,2021-07-27,Colombia,No
CLI-002694,Medellín,Básico,Un año,Transferencia,31,49.03,1641.8,2,0,8.5,2023-10-12,Colombia,No
CLI-001815,Bogotá,Básico,Mes a mes,Efectivo,63,22.08,1502.51,1,0,6.7,2019-02-15,Colombia,No
CLI-001840,Bucaramanga,Básico,Un año,Transferencia,40,73.79,3196.05,3,0,9.4,2023-06-11,Colombia,No
CLI-001027,Bogotá,Estándar,Mes a mes,Tarjeta,6,72.68,452.22,0,1,7.3,2019-01-29,Colombia,Sí
CLI-000077,Bogotá,Estándar,Dos años,Transferencia,24,88.73,2230.22,1,1,3.2,2021-02-07,Colombia,No
CLI-000901,Bogotá,Básico,Un año,Débito automático,1,109.25,117.41,1,0,6.5,2023-11-26,Colombia,No
CLI-000372,Medellín,Estándar,Mes a mes,Débito automático,47,71.44,3282.3,1,1,7.0,2020-01-21,Colombia,No
CLI-001205, bogotá ,Estándar,Dos años,Transferencia,47,59.44,2872.83,3,0,6.3,2020-10-04,Colombia,No
CLI-002591,Bucaramanga,Básico,Mes a mes,Tarjeta,6,92.24,504.45,1,0,7.6,2020-07-13,Colombia,No
CLI-000942,Cali,,Mes a mes,Tarjeta,29,94.5,2704.98,1,1,5.4,2021-03-01,Colombia,Sí
CLI-000553,Cali,Premium,Un año,Transferencia,59,86.47,5322.12,0,1,4.1,2023-04-07,Colombia,No
CLI-000407,Barranquilla,Premium,Un año,Débito automático,31,64.77,1871.38,1,0,10.0,2021-11-30,Colombia,No
CLI-002118,Bogotá,Básico,Mes a mes,Transferencia,39,74.65,3161.72,0,1,4.5,2021-11-14,Colombia,No
CLI-001614,Cali,Básico,Dos años,Transferencia,50,89.27,4839.38,0,1,6.4,2022-04-21,Colombia,No
CLI-000969,Barranquilla,Básico,Dos años,Transferencia,66,69.58,4572.49,2,1,5.0,2019-05-18,Colombia,No
CLI-002350,Medellín,Básico,Mes a mes,Transferencia,36,80.08,2875.12,0,1,6.0,2019-06-06,Colombia,No
CLI-001747,Barranquilla,Premium,Un año,Efectivo,71,81.99,5719.07,0,1,10.0,2022-08-12,Colombia,No
CLI-000690,Barranquilla,Estándar,Mes a mes,Transferencia,56,73.18,4042.26,0,0,5.7,2019-06-23,Colombia,No
CLI-001739,Barranquilla,Estándar,Un año,Efectivo,1,95.62,99.58,0,0,8.1,2021-12-26,Colombia,Sí
CLI-000237,Cali,Premium,Mes a mes,Débito automático,48,58.36,2764.52,2,0,5.5,2022-04-21,Colombia,No
CLI-002918,Bogotá,Básico,Un año,Efectivo,68,66.69,4924.52,1,1,6.8,2019-03-02,Colombia,No
CLI-001987,Bucaramanga,Básico,Mes a mes,Tarjeta,59,59.47,3778.74,0,0,9.2,2023-04-27,Colombia,No
CLI-001984,Bogotá,Básico,Mes a mes,Efectivo,54,60.66,3027.84,2,1,8.1,2023-04-24,Colombia,No
CLI-000500,Bogotá,Premium,Un año,Débito automático,31,55.35,1663.51,3,0,8.0,2019-09-23,Colombia,No
CLI-000823,Barranquilla,Estándar,Mes a mes,Débito automático,10,97.62,,1,1,6.4,2020-07-30,Colombia,Sí
CLI-000795,Medellín,Premium,Mes a mes,Débito automático,31,95.84,3051.1,0,0,,2023-04-23,Colombia,Sí
CLI-000991,Cali,Básico,Mes a mes,Efectivo,25,56.62,1538.38,2,0,6.3,2023-04-12,Colombia,No
CLI-000568,Bogotá,Premium,Un año,Tarjeta,18,18.0,344.06,0,0,7.2,2022-02-14,Colombia,No
CLI-002436,Cali,Estándar,Un año,Efectivo,41,30.04,1121.42,2,0,10.0,2019-03-21,Colombia,No
CLI-000391,Barranquilla,Básico,Mes a mes,Efectivo,54,53.96,2749.4,1,0,,2021-05-25,Colombia,No
CLI-000744,Barranquilla,Estándar,Un año,Débito automático,20,85.12,1866.22,1,0,,2022-06-21,Colombia,Sí
CLI-002401,Cali,Premium,Mes a mes,Efectivo,1,39.63,40.26,3,1,5.5,2023-04-25,Colombia,Sí
CLI-001218,Barranquilla,Básico,Dos años,,53,82.72,4569.02,2,0,7.7,2019-06-25,Colombia,No
CLI-000236,Cali,Estándar,Un año,Efectivo,52,80.26,3986.96,1,1,5.2,2020-06-22,Colombia,No
CLI-002815,Bucaramanga,Estándar,Un año,Tarjeta,15,79.84,1102.92,1,1,10.0,2021-06-14,Colombia,No
CLI-000481,Bogotá,Básico,Mes a mes,Tarjeta,21,38.13,844.9,2,0,7.6,2019-12-09,Colombia,No
CLI-002043,Bogotá,Estándar,Mes a mes,Efectivo,53,85.9,4858.12,0,1,5.1,2022-12-10,Colombia,No
CLI-001678,Bogotá,Estándar,Dos años,Efectivo,30,96.64,2648.89,2,0,7.9,2019-07-21,Colombia,No
CLI-002795,Barranquilla,Básico,Dos años,Transferencia,5,50.24,244.96,3,1,7.9,2023-09-03,Colombia,No
CLI-002948,Medellín,Premium,Dos años,Efectivo,36,76.12,2951.79,0,0,10.0,2022-09-19,Colombia,No
CLI-002916,Medellín,Estándar,Mes a mes,Efectivo,32,18.0,547.05,1,1,8.7,2019-09-28,Colombia,No
CLI-002698,Cali,Básico,Mes a mes,Débito automático,30,103.45,3214.48,0,0,,2019-08-31,Colombia,Sí
CLI-000121, bogotá ,Estándar,Mes a mes,Transferencia,32,99.74,3153.42,0,0,4.6,2022-11-29,Colombia,No
CLI-001273,Barranquilla,Básico,Mes a mes,Transferencia,67,113.19,8273.35,1,1,7.2,2020-07-14,Colombia,No
CLI-000927,Bogotá,Estándar,Mes a mes,Tarjeta,39,29.78,1240.13,2,0,5.4,2023-01-22,Colombia,No
CLI-001595,Bogotá,Estándar,Un año,Transferencia,50,58.72,2862.32,3,1,8.0,2020-06-28,Colombia,No
CLI-000224,Bogotá,Estándar,Mes a mes,Transferencia,15,100.71,1450.5,1,0,8.3,2023-05-20,Colombia,Sí
CLI-000767,Bogotá,Básico,Un año,Transferencia,44,73.77,2928.09,3,0,5.6,2023-06-23,Colombia,No
CLI-000614,Barranquilla,Estándar,Un año,Efectivo,28,63.46,1881.82,1,1,9.8,2022-02-17,Colombia,No
CLI-001246,Medellín,Básico,Mes a mes,Transferencia,70,65.59,4466.49,2,1,10.0,2022-04-04,Colombia,No
CLI-001541,Barranquilla,Básico,Mes a mes,Débito automático,34,101.23,3699.64,1,1,9.2,2020-07-30,Colombia,No
CLI-000053,Barranquilla,Básico,Dos años,Tarjeta,26,92.39,2432.96,1,1,8.1,2023-06-26,Colombia,No
CLI-000530,Barranquilla,Básico,Mes a mes,Transferencia,66,35.99,2282.05,3,1,10.0,2019-11-27,Colombia,No
CLI-002534,Bogotá,Estándar,Mes a mes,Efectivo,13,52.74,630.45,0,1,4.9,2019-10-10,Colombia,No
CLI-001900,Cali,Estándar,Mes a mes,Tarjeta,25,74.14,1878.04,0,0,6.2,2022-10-12,Colombia,Sí
CLI-002992,Medellín,Estándar,Mes a mes,Transferencia,46,63.83,2753.81,0,0,8.8,2019-10-19,Colombia,No
CLI-000819,Bogotá,Básico,Un año,Efectivo,48,56.34,2507.78,1,0,7.0,2021-04-05,Colombia,No
CLI-000156,Medellín,Básico,Mes a mes,Tarjeta,47,83.3,4068.32,1,0,8.8,2022-10-27,Colombia,No
CLI-002937,Medellín,Básico,Mes a mes,Débito automático,55,71.65,4226.23,1,1,8.5,2020-03-28,Colombia,No
CLI-000249,Bucaramanga,Premium,Mes a mes,Débito automático,56,95.62,5430.86,0,0,10.0,2022-01-25,Colombia,No
CLI-000762,Bogotá,Estándar,Mes a mes,Débito automático,40,50.79,2072.87,1,0,9.9,2020-01-30,Colombia,No
CLI-001895,Medellín,Estándar,Mes a mes,Transferencia,10,61.37,618.09,1,1,4.7,2020-09-08,Colombia,No
CLI-002030,Bogotá,Premium,Mes a mes,Débito automático,25,64.07,,0,0,7.2,2022-01-16,Colombia,No
CLI-001131,Bogotá,Estándar,Un año,Transferencia,29,49.17,1491.67,3,0,7.1,2021-07-05,Colombia,Sí
CLI-000543,Bogotá,Básico,Dos años,Tarjeta,14,80.85,1120.57,1,0,10.0,2019-08-01,Colombia,No
CLI-000794,Cali,Básico,Un año,Transferencia,59,18.0,1023.71,1,0,2.4,2022-06-03,Colombia,No
CLI-001726,Bogotá,Premium,Dos años,Débito automático,56,35.8,1884.67,0,1,7.5,2022-12-20,Colombia,No
CLI-000629,Bogotá,Estándar,Mes a mes,Tarjeta,36,54.27,2012.39,2,0,6.4,2020-09-28,Colombia,No
CLI-002199,Barranquilla,Básico,Mes a mes,Tarjeta,41,47.33,1816.23,3,1,10.0,2019-11-18,Colombia,No
CLI-002954,Bogotá,Premium,Mes a mes,Efectivo,32,51.2,1609.51,2,1,7.2,2019-11-26,Colombia,No
CLI-002340,Barranquilla,Básico,Mes a mes,Transferencia,7,68.75,449.82,1,0,5.3,2019-12-13,Colombia,Sí
CLI-002430,Medellín,Premium,Mes a mes,Débito automático,20,51.85,1020.54,3,0,6.0,2022-04-07,Colombia,No
CLI-002906,Medellín,Básico,Dos años,Débito automático,62,94.22,5788.04,3,1,8.0,2019-10-16,Colombia,No
CLI-001368,Medellín,Estándar,Mes a mes,Efectivo,33,118.11,4014.76,0,1,4.3,2021-05-31,Colombia,No
CLI-001621,Bucaramanga,Estándar,Mes a mes,Transferencia,19,58.34,1000.84,1,1,8.8,2020-06-19,Colombia,Sí
CLI-002843,Barranquilla,Estándar,Un año,Transferencia,55,51.94,2656.5,0,0,8.6,2022-08-04,Colombia,No
CLI-001072,Cali,Básico,Mes a mes,Transferencia,15,83.55,1139.34,1,0,5.6,2019-09-09,Colombia,No
CLI-000555,Medellín,Premium,Mes a mes,Tarjeta,70,109.76,7858.03,1,1,4.6,2022-02-27,Colombia,No
CLI-001829,Bogotá,Estándar,Un año,Tarjeta,44,59.85,2595.71,2,1,5.9,2023-11-06,Colombia,No
CLI-000827,Bucaramanga,Básico,Mes a mes,Débito automático,49,87.44,4232.01,0,0,4.4,2023-02-05,Colombia,No
CLI-002631,Bucaramanga,Estándar,Un año,Débito automático,67,126.91,9204.54,0,1,7.9,2019-12-18,Colombia,No
CLI-001985,Medellín,Premium,Un año,Débito automático,46,97.65,4636.06,1,1,7.6,2021-03-13,Colombia,No
CLI-001838,Bogotá,Básico,Mes a mes,Débito automático,22,68.48,1595.04,2,0,5.8,2023-04-11,Colombia,No
CLI-000536,Medellín,Básico,Mes a mes,Tarjeta,11,79.8,933.89,0,1,8.0,2021-07-19,Colombia,No
CLI-002728,Bogotá,Premium,Mes a mes,Transferencia,3,60.81,165.6,2,0,7.1,2023-02-04,Colombia,No
CLI-000155,Barranquilla,Básico,Mes a mes,Efectivo,31,53.05,1801.2,1,1,5.3,2019-09-10,Colombia,Sí
CLI-002635,Barranquilla,Estándar,Dos años,Débito automático,6,83.8,479.25,0,0,10.0,2021-10-04,Colombia,No
CLI-001951, bogotá ,Estándar,Mes a mes,Transferencia,65,18.0,1170.96,1,0,9.2,2022-09-29,Colombia,No
CLI-000323,Bogotá,Estándar,Mes a mes,Efectivo,44,18.0,813.99,0,1,5.8,2019-05-19,Colombia,No
CLI-001711,Bogotá,Premium,Dos años,Efectivo,25,96.61,2646.28,1,0,10.0,2020-06-12,Colombia,No
CLI-000015,Cali,Estándar,Un año,Débito automático,51,65.23,3140.03,1,1,1.7,2022-08-07,Colombia,No
CLI-001799,Bucaramanga,Estándar,Mes a mes,Efectivo,34,48.09,1729.29,0,0,1.0,2019-12-07,Colombia,Sí
CLI-002875,Bucaramanga,Premium,Un año,Efectivo,28,84.43,2222.51,2,1,7.4,2020-12-16,Colombia,No
CLI-000083,Medellín,Estándar,Mes a mes,Tarjeta,12,75.92,837.58,3,0,9.1,2020-02-09,Colombia,Sí
CLI-002561,Medellín,Premium,Dos años,Transferencia,41,74.88,3052.84,3,1,5.5,2023-11-28,Colombia,No
CLI-001944,Medellín,Estándar,Dos años,Efectivo,3,96.3,300.36,6,0,9.6,2019-07-25,Colombia,Sí
CLI-001989,Bucaramanga,Básico,Un año,Transferencia,15,56.54,810.35,1,1,9.0,2022-08-22,Colombia,No
CLI-001384,Bogotá,Básico,Dos años,Efectivo,64,88.3,5992.1,0,1,10.0,2021-02-13,Colombia,No
CLI-001575,Bogotá,Estándar,Mes a mes,Efectivo,11,97.29,977.81,5,0,6.5,2022-01-31,Colombia,Sí
CLI-002059,Cali,Básico,Dos años,Efectivo,28,70.31,2134.07,2,1,7.7,2022-03-11,Colombia,No
CLI-002940,Medellín,Básico,Mes a mes,Efectivo,12,38.34,439.1,0,1,10.0,2021-01-04,Colombia,No
CLI-001495,Cali,Básico,Un año,Efectivo,30,18.0,492.84,2,1,8.9,2021-04-24,Colombia,No
CLI-000832,Cali,Estándar,Mes a mes,Transferencia,18,98.54,1710.03,2,1,7.0,2023-04-16,Colombia,Sí
CLI-002081,Bogotá,Básico,Un año,Tarjeta,59,74.43,4533.21,3,0,9.6,2020-02-14,Colombia,No
CLI-001175,Bogotá,Estándar,Dos años,Tarjeta,1,98.51,98.12,0,0,6.7,2019-08-31,Colombia,No
CLI-000414,Medellín,Básico,Dos años,Débito automático,10,40.14,373.75,5,1,10.0,2021-09-14,Colombia,No
CLI-001818,Barranquilla,Básico,Un año,Débito automático,18,18.0,293.65,0,0,10.0,2019-01-11,Colombia,No
CLI-000166,Bogotá,Básico,Mes a mes,Transferencia,58,98.3,5566.93,1,1,7.1,2021-01-24,Colombia,No
CLI-002750,Barranquilla,Básico,Mes a mes,Débito automático,70,61.41,4184.98,1,0,8.9,2021-10-15,Colombia,No
CLI-002983,Medellín,Estándar,Un año,Débito automático,57,69.07,3630.18,1,0,7.7,2021-07-18,Colombia,No
CLI-000615, bogotá ,Estándar,Dos años,Tarjeta,49,71.41,3639.65,0,0,9.7,2019-04-01,Colombia,No
CLI-001015,Cali,Básico,Mes a mes,Débito automático,37,47.31,1901.65,1,1,,2020-05-20,Colombia,Sí
CLI-002138,Bucaramanga,Básico,Dos años,Transferencia,2,55.72,109.6,1,0,7.5,2019-11-24,Colombia,No
CLI-002804,Cali,Básico,Mes a mes,Tarjeta,5,91.69,490.41,6,0,,2019-02-19,Colombia,Sí
CLI-001238,Barranquilla,Premium,Mes a mes,Efectivo,9,73.64,629.35,0,0,6.9,2023-01-26,Colombia,Sí
CLI-002182,Bogotá,Básico,Dos años,Débito automático,18,111.62,2109.59,2,1,6.5,2021-08-11,Colombia,Sí
CLI-000556,Barranquilla,Básico,Un año,Efectivo,36,73.98,2706.65,0,1,9.1,2023-06-20,Colombia,No
CLI-002369,Medellín,Premium,Mes a mes,Efectivo,12,75.88,864.83,2,1,8.0,2020-07-10,Colombia,Sí
CLI-002865,Bogotá,Estándar,Mes a mes,Efectivo,7,46.67,317.24,0,0,6.7,2022-02-22,Colombia,Sí
CLI-001212,Bogotá,Estándar,Mes a mes,Efectivo,56,105.9,,2,0,4.1,2020-01-26,Colombia,No
CLI-002842,Barranquilla,Premium,Mes a mes,Débito automático,51,97.4,5445.67,1,1,7.5,2021-12-20,Colombia,No
CLI-000635,Cali,,Dos años,Tarjeta,13,72.36,966.08,1,1,4.7,2019-01-20,Colombia,No
CLI-002601,Medellín,Básico,Mes a mes,Transferencia,62,76.12,4837.69,3,1,10.0,2021-11-13,Colombia,No
CLI-001056,Bucaramanga,Básico,Mes a mes,Tarjeta,71,55.34,4226.41,3,0,6.6,2021-11-30,Colombia,No
CLI-002341,Bogotá,,Mes a mes,Transferencia,31,62.02,1966.95,1,0,8.5,2019-05-04,Colombia,No
CLI-001709,Bucaramanga,Básico,Dos años,Tarjeta,18,47.06,847.68,0,1,6.0,2019-03-06,Colombia,No
CLI-000797,Bogotá,Básico,Mes a mes,Efectivo,69,78.3,5050.85,1,1,,2021-10-18,Colombia,No
CLI-002818,Bogotá,Básico,Mes a mes,Débito automático,62,64.01,4334.33,2,1,7.9,2023-06-19,Colombia,No
